gene,log2FC,pvalue,padj,significant
ENSG00000004700,0.10024119799320248,0.7054569861324986,0.9252695404900921,0
ENSG00000004766,0.10126839383599179,0.7337299957156109,0.9380808229450193,0
ENSG00000004776,0.14661349795981646,0.8798291600208448,0.9618973227747779,0
ENSG00000004777,0.1122590233497555,0.3643461266698109,0.8250815138311735,0
ENSG00000004779,0.08590904999525849,0.7913367801160693,0.9492527585004403,0
ENSG00000004799,-0.13825122785627417,0.8205958397687718,0.9492527585004403,0
ENSG00000004838,0.2853513346354237,0.3643461266698109,0.8250815138311735,0
ENSG00000004864,0.16777845285275936,0.25683925799381546,0.7874556902355127,0
ENSG00000004866,0.05983324951718299,0.7054569861324986,0.9252695404900921,0
ENSG00000004897,-0.06017065256694621,0.5967012167571022,0.8981039134389602,0
ENSG00000004939,-0.4466075782797135,0.5967012167571022,0.8981039134389602,0
ENSG00000004961,0.13564318172440726,0.7623688184872623,0.9380808229450193,0
ENSG00000004975,0.030508415826785165,0.8798291600208448,0.9618973227747779,0
ENSG00000005007,0.16050350004771788,0.32575135451528814,0.8112807805572426,0
ENSG00000005020,-0.21454057306160995,0.3643461266698109,0.8250815138311735,0
ENSG00000005022,0.02253259050392087,0.5967012167571022,0.8981039134389602,0
ENSG00000005059,0.34765457005995287,0.09630369205385092,0.6705868445576055,0
ENSG00000005075,0.4626040567852952,0.04515456964052578,0.5876950326345025,0
ENSG00000005100,0.27498828695811894,0.0820987086774072,0.6479813510379644,0
ENSG00000005108,0.1687701402748371,0.22647606607859094,0.7737494010050152,0
ENSG00000005156,0.24542978700938023,0.09630369205385092,0.6705868445576055,0
ENSG00000005175,-0.0003935875187115131,0.7623688184872623,0.9380808229450193,0
ENSG00000005187,-0.3526716183184703,0.19876460640717797,0.7593554812060997,0
ENSG00000005189,0.22665643716146755,0.12122450304104815,0.7020243537915193,0
ENSG00000005194,0.026272002426898082,0.7623688184872623,0.9380808229450193,0
ENSG00000005206,0.01562623514939942,0.9698499769954336,0.9885442611601852,0
ENSG00000005238,0.04098966374734515,0.8798291600208448,0.9618973227747779,0
ENSG00000005243,0.3208107371129946,0.15092695009759893,0.7208296497691702,0
ENSG00000005249,0.11443553630173481,1.0,1.0,0
ENSG00000005302,-0.018474986910769212,0.7623688184872623,0.9380808229450193,0
ENSG00000005339,0.18346291682620341,0.32575135451528814,0.8112807805572426,0
ENSG00000005379,0.046099489324814155,0.7054569861324986,0.9252695404900921,0
ENSG00000005381,-0.0036477770151444504,0.6231762239083831,0.9119784573113036,0
ENSG00000005436,0.0656867089261093,0.7054569861324986,0.9252695404900921,0
ENSG00000005448,0.14943485396994016,0.22647606607859094,0.7737494010050152,0
ENSG00000005469,0.26904697951769224,0.2899184539790305,0.8030388007667232,0
ENSG00000005471,0.014383918162655792,0.9698499769954336,0.9885442611601852,0
ENSG00000005483,-0.10795265117833361,0.3643461266698109,0.8250815138311735,0
ENSG00000005486,0.1502257671826201,0.7623688184872623,0.9380808229450193,0
ENSG00000005513,1.1281048257476851,0.0031970994502392713,0.37719741249709743,0
ENSG00000005700,-0.05735786036099577,0.5967012167571022,0.8981039134389602,0
ENSG00000005801,0.17263238694109864,0.42735531393274506,0.8513238912848072,0
ENSG00000005810,-0.009121600639597216,0.9397429895816196,0.9726011360704875,0
ENSG00000005812,-0.027962898820916095,0.8205958397687718,0.9492527585004403,0
ENSG00000005844,0.8029631529404462,0.017257456091552825,0.46968823913157703,0
ENSG00000005882,0.22787951408662083,0.3643461266698109,0.8250815138311735,0
ENSG00000005884,0.0413041737761244,1.0,1.0,0
ENSG00000005889,0.40368010169996443,0.0820987086774072,0.6479813510379644,0
ENSG00000005893,0.05427060913731206,0.8205958397687718,0.9492527585004403,0
ENSG00000005961,-0.4793891307636188,0.0820987086774072,0.6479813510379644,0
ENSG00000006007,0.06345785517786233,0.7623688184872623,0.9380808229450193,0
ENSG00000006015,0.3149514338480096,0.15092695009759893,0.7208296497691702,0
ENSG00000006016,0.19517095260142384,0.9097218891523506,0.9726011360704875,0
ENSG00000006025,0.1040732675378248,0.6501474441195367,0.9119784573113036,0
ENSG00000006042,0.49090174080190613,0.03763531380176355,0.5650266919626109,0
ENSG00000006047,-0.34433450793564196,0.06402210130312946,0.6268067036141293,0
ENSG00000006062,0.0945211548874283,0.6501474441195367,0.9119784573113036,0
ENSG00000006071,0.25799693206065266,0.2899184539790305,0.8030388007667232,0
ENSG00000006116,0.30851972106686143,0.2899184539790305,0.8030388007667232,0
ENSG00000006118,0.3702571166207737,0.04125001660927485,0.5700250913984435,0
ENSG00000006125,-0.0624533223578939,0.5967012167571022,0.8981039134389602,0
